,name,pledged,slug,source_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,usd_pledged,usd_type,friends,is_backing,is_starred,permissions,country,town,location_type,project_url,reward_url
594,The Crenshaw District Hieroglyph Project,18548.0,the-crenshaw-district-hieroglyph-project,https://www.kickstarter.com/discover/categories/art/installations,True,True,CA,1488722197,1.0,18548.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
595,Energy Field 2 art installation @ SPRING/BREAK,3045.0,energy-field-2-art-installation-spring-break,https://www.kickstarter.com/discover/categories/art/installations,True,False,NY,1488905041,1.0,3045.0,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
596,Bondage 10 Piece Art Set,893.0,bondage-10-piece-art-set,https://www.kickstarter.com/discover/categories/art/installations,True,False,LA,1489885931,1.0,893.0,domestic,,,,,US,Lake Charles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
597,Mark Making Art Show,8675.0,mark-making-art-show,https://www.kickstarter.com/discover/categories/art/installations,True,False,NY,1491705688,1.0,8675.0,domestic,,,,,US,Harlem,Suburb,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
598,"Debut the installation ""Nothing and Everything"" in the USA",1434.0,debut-the-installation-nothing-and-everything-in-t,https://www.kickstarter.com/discover/categories/art/installations,True,True,BC,1493135671,0.75055804,1076.30022936,domestic,,,,,CA,Vancouver,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
599,TOGETHER WE CAN FLY,202.0,together-we-can-fly,https://www.kickstarter.com/discover/categories/art/installations,True,False,CO,1493575380,1.0,202.0,domestic,,,,,US,Fruita,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
600,Sk8 Kamp 2016 - Burning Man's Skate Park,7000.13,sk8-kamp-2016-burning-mans-skate-park,https://www.kickstarter.com/discover/categories/art/installations,True,False,NV,1471762740,1.0,7000.13,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
601,National Museum of American Jewish History: Feeling Groovy,10749.8,national-museum-of-american-jewish-history-feeling,https://www.kickstarter.com/discover/categories/art/installations,True,True,PA,1471711346,1.0,10749.8,domestic,,,,,US,Philadelphia,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
602,WORLD PREMIERE: ARTIST ELEPHANT RAMA & A CONSERVATION ARTIST,10488.0,rama-exhibition-premiere-at-iucn-world-conservatio,https://www.kickstarter.com/discover/categories/art/installations,True,False,HI,1472436036,1.0,10488.0,domestic,,,,,US,Honolulu,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
603,1000 Glass Cranes,92441.91,1000-glass-cranes,https://www.kickstarter.com/discover/categories/art/installations,True,True,PA,1475102658,1.0,92441.91,domestic,,,,,US,Philadelphia,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
604,OUT ME IN ME OUT: A New Five-Part Installation Series,19284.0,out-me-in-me-out-a-new-five-part-installation-seri,https://www.kickstarter.com/discover/categories/art/installations,True,True,NJ,1476468717,1.0,19284.0,domestic,,,,,US,Jersey City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
605,Digitized Figures at Gowanus Loft,5133.0,digitized-figures-at-gowanus-loft,https://www.kickstarter.com/discover/categories/art/installations,True,True,NY,1473825540,1.0,5133.0,domestic,,,,,US,Brooklyn,County,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
606,Helena AR Mural Project,265.0,helena-ar-mural-project,https://www.kickstarter.com/discover/categories/art/installations,True,False,AR,1473829464,1.0,265.0,domestic,,,,,US,West Helena,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
607,"""φ, Empty Set"": Solo Exhibition at Aggregate Space Gallery",2395.0,empty-set-solo-exhibition-at-aggregate-space-galle,https://www.kickstarter.com/discover/categories/art/installations,True,False,CA,1475888400,1.0,2395.0,domestic,,,,,US,Oakland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
608,Monument to an Anonymous Peer Reviewer,2521.67,monument-to-an-anonymous-peer-reviewer,https://www.kickstarter.com/discover/categories/art/installations,True,False,Moscow Federal City,1475404823,1.0,2521.67,domestic,,,,,RU,Moscow,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
609,"Doors Open, Doors Close",2399.0,doors-open-doors-close,https://www.kickstarter.com/discover/categories/art/installations,True,False,NY,1478723906,1.0,2399.0,domestic,,,,,US,Manhattan,County,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
610,- The Spiral of Containment: Rape's Aftermath -,25858.0,the-spiral-of-containment-rapes-aftermath,https://www.kickstarter.com/discover/categories/art/installations,True,False,England,1481470200,1.0,25858.0,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
611,THE MOON,19910.11,the-moon,https://www.kickstarter.com/discover/categories/art/installations,True,True,NY,1481562000,1.0,19910.11,domestic,,,,,US,Brooklyn,County,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
612,Micro Galleries - Graz,4842.0,micro-galleries-graz,https://www.kickstarter.com/discover/categories/art/installations,True,False,Styria,1465574340,0.73291108,3548.75544936,domestic,,,,,AT,Graz,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
613,AIDS SolidariTree: Ending stigma for health & human rights,4201.0,aids-solidaritree-art-to-end-hiv-stigma-and-discri,https://www.kickstarter.com/discover/categories/art/installations,True,False,Kwazulu Natal,1466263278,1.0,4201.0,domestic,,,,,ZA,Durban,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
614,The Temple Memory Project 2016 (Burning Man),2125.0,the-temple-memory-project-2016-burning-man-0,https://www.kickstarter.com/discover/categories/art/installations,True,False,NV,1468983967,1.0,2125.0,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
615,The Tower of Ascension,5200.0,the-tower-of-ascension,https://www.kickstarter.com/discover/categories/art/installations,True,False,NV,1468084032,1.0,5200.0,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
616,The Speed of Light Project,10135.5,the-speed-of-light-project,https://www.kickstarter.com/discover/categories/art/installations,True,True,North Holland,1467358333,1.11476382,11298.68869761,domestic,,,,,NL,Amsterdam,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
617,Steve Rogers Portrait Project Gallery Show,3655.0,steve-rogers-portrait-project-gallery-show,https://www.kickstarter.com/discover/categories/art/installations,True,False,TX,1466543975,1.0,3655.0,domestic,,,,,US,Austin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
618,Take the Museum of Imaginative Knowledge to North America!,825.0,take-the-museum-of-imaginative-knowledge-to-north,https://www.kickstarter.com/discover/categories/art/installations,True,False,England,1467403200,1.44547314,1192.5153404999999,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
619,The Musical Periscope,4254.66,the-musical-periscope,https://www.kickstarter.com/discover/categories/art/installations,True,False,NV,1468526401,1.33188424,5666.7146005584,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
620,The Wonderlamp light art installation,7072.0,the-wonderlamp-light-art-installation,https://www.kickstarter.com/discover/categories/art/installations,True,False,CA,1470507232,1.0,7072.0,domestic,,,,,US,San Francisco,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
621,Stream: Chapter 3,3443.0,stream-chapter-3,https://www.kickstarter.com/discover/categories/art/installations,True,False,VT,1469914272,1.0,3443.0,domestic,,,,,US,South Windham,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
622,"Harmonic Ratios: Music, Maths and Crystals",1549.0,harmonic-ratios-music-maths-and-crystals,https://www.kickstarter.com/discover/categories/art/installations,True,False,Berlin,1470312741,1.31702852,2040.07717748,domestic,,,,,DE,Berlin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
623,Shrumen Lumen Interactive Sculpture for Burning Man,11277.0,shrumen-lumen-interactive-sculpture,https://www.kickstarter.com/discover/categories/art/installations,True,True,CA,1470859200,1.0,11277.0,domestic,,,,,US,San Francisco,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
624,Pleasure Objects Workshop Fundraiser,415.0,pleasure-objects-workshop-fundraiser,https://www.kickstarter.com/discover/categories/art/installations,True,False,CA,1458335304,1.0,415.0,domestic,,,,,US,Santa Ana,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
625,The Tiny Book Show,9749.0,the-tiny-book-show,https://www.kickstarter.com/discover/categories/art/installations,True,True,NJ,1457614218,1.0,9749.0,domestic,,,,,US,Nutley,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
626,Visualize Somerville - An interactive community experience,4019.0,visualize-somerville-an-interactive-community-expe,https://www.kickstarter.com/discover/categories/art/installations,True,False,MA,1459433843,1.0,4019.0,domestic,,,,,US,Somerville,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
627,Floating on Waves Art Exhibition and Cultural Exchange,3811.0,floating-on-waves-art-exhibition-and-cultural-exch,https://www.kickstarter.com/discover/categories/art/installations,True,False,WI,1461073552,1.0,3811.0,domestic,,,,,US,Madison,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
628,Frontier - A Panoramic Diorama Installation,3194.0,frontier-a-panoramic-diorama-installation,https://www.kickstarter.com/discover/categories/art/installations,True,False,CA,1461249349,1.0,3194.0,domestic,,,,,US,Oakland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
